id,name,aliases,type,system
3737,RIVIERA HOTEL AND CASINO,37,product,MCC
3738,TROPICANA RESORT AND CASINO,37,product,MCC
3739,WOODSIDE HOTELS AND RESORTS,37,product,MCC
3740,TOWNPLACE SUITES,37,product,MCC
3741,MILLENIUM BROADWAY HOTEL,37,product,MCC
3742,CLUB MED,37,product,MCC
3743,BILTMORE HOTEL AND SUITES,37,product,MCC
3744,CAREFREE RESORTS,37,product,MCC
3745,ST. REGIS HOTEL,37,product,MCC
3746,THE ELIOT HOTEL,37,product,MCC
3747,CLUBCORP/CLUB RESORTS,37,product,MCC
3748,WELESLEY INNS,37,product,MCC
3749,THE BEVERLY HILLS HOTEL,37,product,MCC
3750,CROWNE PLAZA HOTELS,37,product,MCC
3751,HOMEWOOD SUITES,37,product,MCC
3752,PEABODY HOTELS,37,product,MCC
3753,GREENBRIAH RESORTS,37,product,MCC
3754,AMELIA ISLAND PLANATION,37,product,MCC
3755,THE HOMESTEAD,37,product,MCC
3756,SOUTH SEAS RESORTS,37,product,MCC
3757,Hotels/Motels/Inns/Resorts,37,product,MCC
3758,Hotels/Motels/Inns/Resorts,37,product,MCC
3759,Hotels/Motels/Inns/Resorts,37,product,MCC
3760,Hotels/Motels/Inns/Resorts,37,product,MCC
3761,Hotels/Motels/Inns/Resorts,37,product,MCC
3762,Hotels/Motels/Inns/Resorts,37,product,MCC
3763,Hotels/Motels/Inns/Resorts,37,product,MCC
3764,Hotels/Motels/Inns/Resorts,37,product,MCC
3765,Hotels/Motels/Inns/Resorts,37,product,MCC
3766,Hotels/Motels/Inns/Resorts,37,product,MCC
3767,Hotels/Motels/Inns/Resorts,37,product,MCC
3768,Hotels/Motels/Inns/Resorts,37,product,MCC
3769,Hotels/Motels/Inns/Resorts,37,product,MCC
3770,Hotels/Motels/Inns/Resorts,37,product,MCC
3771,Hotels/Motels/Inns/Resorts,37,product,MCC
3772,Hotels/Motels/Inns/Resorts,37,product,MCC
3773,Hotels/Motels/Inns/Resorts,37,product,MCC
3774,Hotels/Motels/Inns/Resorts,37,product,MCC
3775,Hotels/Motels/Inns/Resorts,37,product,MCC
3776,Hotels/Motels/Inns/Resorts,37,product,MCC
3777,Hotels/Motels/Inns/Resorts,37,product,MCC
3778,Hotels/Motels/Inns/Resorts,37,product,MCC
3779,Hotels/Motels/Inns/Resorts,37,product,MCC
3780,Hotels/Motels/Inns/Resorts,37,product,MCC
3781,Hotels/Motels/Inns/Resorts,37,product,MCC
3782,Hotels/Motels/Inns/Resorts,37,product,MCC
3783,Hotels/Motels/Inns/Resorts,37,product,MCC
3784,Hotels/Motels/Inns/Resorts,37,product,MCC
3785,Hotels/Motels/Inns/Resorts,37,product,MCC
3786,Hotels/Motels/Inns/Resorts,37,product,MCC
3787,Hotels/Motels/Inns/Resorts,37,product,MCC
3788,Hotels/Motels/Inns/Resorts,37,product,MCC
3789,Hotels/Motels/Inns/Resorts,37,product,MCC
3790,Hotels/Motels/Inns/Resorts,37,product,MCC
3816,Home2Suites,38,product,MCC
3835,* MASTERS ECONOMY INNS,38,product,MCC
4011,Railroads,40,product,MCC
4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",41,product,MCC
4112,Passenger Railways,41,product,MCC
4119,Ambulance Services,41,product,MCC
4121,Taxicabs and Limousines,41,product,MCC
4131,"Bus Lines, Including Charters, Tour Buses",41,product,MCC
4214,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",42,product,MCC
4215,"Courier Services – Air or Ground, Freight forwarders",42,product,MCC
4225,"Public warehousing, Storage",42,product,MCC
4411,Cruise and Steamship Lines,44,product,MCC
4457,Boat Rentals and Leases,44,product,MCC
4468,"Marinas, Marine Service, and Supplies",44,product,MCC
4511,"Airlines, Air Carriers ( not listed elsewhere)",45,product,MCC
4582,"Airports, Airport Terminals, Flying Fields",45,product,MCC
4722,Travel Agencies and Tour Operations,47,product,MCC
4723,Package Tour Operators (For use in Germany only),47,product,MCC
4784,Toll and Bridge Fees,47,product,MCC
4789,"Transportation Services, Not elsewhere classified)",47,product,MCC
4812,Telecommunications Equipment including telephone sales,48,product,MCC
4814,"Fax services, Telecommunication Services",48,product,MCC
4815,VisaPhone,48,product,MCC
4816,Computer Network Services,48,product,MCC
4821,Telegraph services,48,product,MCC
4829,Money Orders – Wire Transfer,48,product,MCC
4899,Cable and other pay television (previously Cable Services),48,product,MCC
4900,"Electric, Gas, Sanitary and Water Utilities",49,product,MCC
5013,Motor vehicle supplies and new parts,50,product,MCC
5021,Office and Commercial Furniture,50,product,MCC
5039,"Construction Materials, Not Elsewhere Classified",50,product,MCC
5044,"Office, Photographic, Photocopy, and Microfilm Equipment",50,product,MCC
5045,"Computers, Computer Peripheral Equipment, Software",50,product,MCC
5046,"Commercial Equipment, Not Elsewhere Classified",50,product,MCC
5047,"Medical, Dental Ophthalmic, Hospital Equipment and Supplies",50,product,MCC
5051,Metal Service Centers and Offices,50,product,MCC
5065,Electrical Parts and Equipment,50,product,MCC
5072,Hardware Equipment and Supplies,50,product,MCC
5074,Plumbing and Heating Equipment and Supplies,50,product,MCC
5085,"Industrial Supplies, Not Elsewhere Classified",50,product,MCC
5094,"Precious Stones and Metals, Watches and Jewelry",50,product,MCC
5099,"Durable Goods, Not Elsewhere Classified",50,product,MCC
5111,"Stationery, Office Supplies, Printing, and Writing Paper",51,product,MCC
5122,"Drugs, Drug Proprietors, and Druggist’s Sundries",51,product,MCC
5131,"Piece Goods, Notions, and Other Dry Goods",51,product,MCC
5137,Men’s Women’s and Children’s Uniforms and Commercial Clothing,51,product,MCC
5139,Commercial Footwear,51,product,MCC
5169,"Chemicals and Allied Products, Not Elsewhere Classified",51,product,MCC
5172,Petroleum and Petroleum Products,51,product,MCC
5192,"Books, Periodicals, and Newspapers",51,product,MCC
5193,"Florists’ Supplies, Nursery Stock and Flowers",51,product,MCC
5198,"Paints, Varnishes, and Supplies",51,product,MCC
5199,"Non-durable Goods, Not Elsewhere Classified",51,product,MCC
5200,Home Supply Warehouse Stores,52,product,MCC
5211,Lumber and Building Materials Stores,52,product,MCC
5231,"Glass, Paint, and Wallpaper Stores",52,product,MCC
5251,Hardware Stores,52,product,MCC
5261,Nurseries – Lawn and Garden Supply Store,52,product,MCC
5271,Mobile Home Dealers,52,product,MCC
5300,Wholesale Clubs,53,product,MCC
5309,Duty Free Store,53,product,MCC
5310,Discount Stores,53,product,MCC
5311,Department Stores,53,product,MCC
5331,Variety Stores,53,product,MCC
5399,Misc. General Merchandise,53,product,MCC
5411,"Grocery Stores, Supermarkets",54,product,MCC
5422,Meat Provisioners – Freezer and Locker,54,product,MCC
5441,"Candy, Nut, and Confectionery Stores",54,product,MCC
5451,Dairy Products Stores,54,product,MCC
5462,Bakeries,54,product,MCC
5499,Misc. Food Stores – Convenience Stores and Specialty Markets,54,product,MCC
5511,"Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",55,product,MCC
5521,Automobile and Truck Dealers (Used Only),55,product,MCC
5531,Automobile Supply Stores,55,product,MCC
5532,Automotive Tire Stores,55,product,MCC
5533,"Automotive Parts, Accessories Stores",55,product,MCC
5541,Service Stations ( with or without ancillary services),55,product,MCC
5542,Automated Fuel Dispensers,55,product,MCC
5551,Boat Dealers,55,product,MCC
5561,"Recreational and Utility Trailers, Camp Dealers",55,product,MCC
5571,Motorcycle Dealers,55,product,MCC
5592,Motor Home Dealers,55,product,MCC
5598,Snowmobile Dealers,55,product,MCC
5599,Miscellaneous Auto Dealers,55,product,MCC
5611,Men’s and Boy’s Clothing and Accessories Stores,56,product,MCC
5621,Women’s Ready-to-Wear Stores,56,product,MCC
5631,Women’s Accessory and Specialty Shops,56,product,MCC
5641,Children’s and Infant’s Wear Stores,56,product,MCC
5651,Family Clothing Stores,56,product,MCC
5655,"Sports Apparel, Riding Apparel Stores",56,product,MCC
5661,Shoe Stores,56,product,MCC
5681,Furriers and Fur Shops,56,product,MCC
5691,Men’s and Women’s Clothing Stores,56,product,MCC
5697,"Tailors, Seamstress, Mending, and Alterations",56,product,MCC
5698,Wig and Toupee Stores,56,product,MCC
5699,Miscellaneous Apparel and Accessory Shops,56,product,MCC
5712,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",57,product,MCC
5713,Floor Covering Stores,57,product,MCC
5714,"Drapery, Window Covering and Upholstery Stores",57,product,MCC
5718,"Fireplace, Fireplace Screens, and Accessories Stores",57,product,MCC
5719,Miscellaneous Home Furnishing Specialty Stores,57,product,MCC
5722,Household Appliance Stores,57,product,MCC
5732,Electronic Sales,57,product,MCC
5733,"Music Stores, Musical Instruments, Piano Sheet Music",57,product,MCC
5734,Computer Software Stores,57,product,MCC
5735,Record Shops,57,product,MCC
5811,Caterers,58,product,MCC
5812,Eating places and Restaurants,58,product,MCC
5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",58,product,MCC
5814,Fast Food Restaurants,58,product,MCC
5815,"Digital Goods: Media, Books, Movies, Music",58,product,MCC
5816,Digital Goods: Games,58,product,MCC
5817,Digital Goods: Applications (Excludes Games),58,product,MCC
5818,Digital Goods: Large Digital Goods Merchant,58,product,MCC
5832,"Antique Shops – Sales, Repairs, and Restoration Services",58,product,MCC
5912,Drug Stores and Pharmacies,59,product,MCC
5921,"Package Stores – Beer, Wine, and Liquor",59,product,MCC
5931,Used Merchandise and Secondhand Stores,59,product,MCC
5932,Antique Shops,59,product,MCC
5933,Pawn Shops and Salvage Yards,59,product,MCC
5935,Wrecking and Salvage Yards,59,product,MCC
5937,Antique Reproductions,59,product,MCC
5940,Bicycle Shops – Sales and Service,59,product,MCC
5941,Sporting Goods Stores,59,product,MCC
5942,Book Stores,59,product,MCC
5943,"Stationery Stores, Office and School Supply Stores",59,product,MCC
5944,"Watch, Clock, Jewelry, and Silverware Stores",59,product,MCC
5945,"Hobby, Toy, and Game Shops",59,product,MCC
5946,Camera and Photographic Supply Stores,59,product,MCC
5947,"Card Shops, Gift, Novelty, and Souvenir Shops",59,product,MCC
5948,Leather Goods Stores,59,product,MCC
5949,"Sewing, Needle, Fabric, and Price Goods Stores",59,product,MCC
5950,Glassware/Crystal Stores,59,product,MCC
5960,Direct Marketing- Insurance Service,59,product,MCC
5961,"Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",59,product,MCC
5962,Direct Marketing – Travel Related Arrangements Services,59,product,MCC
5963,Door-to-Door Sales,59,product,MCC
5964,Direct Marketing – Catalog Merchant,59,product,MCC
5965,Direct Marketing – Catalog and Catalog and Retail Merchant,59,product,MCC
5966,Direct Marketing- Outbound Telemarketing Merchant,59,product,MCC
5967,Direct Marketing – Inbound Teleservices Merchant,59,product,MCC
5968,Direct Marketing – Continuity/Subscription Merchant,59,product,MCC
5969,Direct Marketing – Not Elsewhere Classified,59,product,MCC
5970,Artist’s Supply and Craft Shops,59,product,MCC
5971,Art Dealers and Galleries,59,product,MCC
5972,Stamp and Coin Stores – Philatelic and Numismatic Supplies,59,product,MCC
5973,Religious Goods Stores,59,product,MCC
5975,"Hearing Aids – Sales, Service, and Supply Stores",59,product,MCC
5976,Orthopedic Goods Prosthetic Devices,59,product,MCC
5977,Cosmetic Stores,59,product,MCC
5978,"Typewriter Stores – Sales, Rental, Service",59,product,MCC
5983,"Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum",59,product,MCC
5992,Florists,59,product,MCC
5993,Cigar Stores and Stands,59,product,MCC
5994,News Dealers and Newsstands,59,product,MCC
5995,"Pet Shops, Pet Foods, and Supplies Stores",59,product,MCC
5996,"Swimming Pools – Sales, Service, and Supplies",59,product,MCC
5997,Electric Razor Stores – Sales and Service,59,product,MCC
5998,Tent and Awning Shops,59,product,MCC
5999,Miscellaneous and Specialty Retail Stores,59,product,MCC
6010,Financial Institutions – Manual Cash Disbursements,60,product,MCC
6011,Financial Institutions – Manual Cash Disbursements,60,product,MCC
6012,Financial Institutions – Merchandise and Services,60,product,MCC
6051,"Non-Financial Institutions – Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques",60,product,MCC
6211,Security Brokers/Dealers,62,product,MCC
6300,"Insurance Sales, Underwriting, and Premiums",63,product,MCC
6381,"Insurance Premiums, (no longer valid for first presentment work)",63,product,MCC
6399,"Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)",63,product,MCC
6513,Real Estate Agents and Managers - Rentals,65,product,MCC
7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",70,product,MCC
7012,Timeshares,70,product,MCC
7032,Sporting and Recreational Camps,70,product,MCC
7033,Trailer Parks and Camp Grounds,70,product,MCC
7210,"Laundry, Cleaning, and Garment Services",72,product,MCC
7211,Laundry – Family and Commercial,72,product,MCC
7216,Dry Cleaners,72,product,MCC
7217,Carpet and Upholstery Cleaning,72,product,MCC
7221,Photographic Studios,72,product,MCC
7230,Barber and Beauty Shops,72,product,MCC
7251,"Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",72,product,MCC
7261,Funeral Service and Crematories,72,product,MCC
7273,Dating and Escort Services,72,product,MCC
7276,Tax Preparation Service,72,product,MCC
7277,"Counseling Service – Debt, Marriage, Personal",72,product,MCC
7278,"Buying/Shopping Services, Clubs",72,product,MCC
7296,"Clothing Rental – Costumes, Formal Wear, Uniforms",72,product,MCC
7297,Massage Parlors,72,product,MCC
7298,Health and Beauty Shops,72,product,MCC
7299,Miscellaneous Personal Services ( not elsewhere classifies),72,product,MCC
7311,Advertising Services,73,product,MCC
7321,Consumer Credit Reporting Agencies,73,product,MCC
7332,Blueprinting and Photocopying Services,73,product,MCC
7333,"Commercial Photography, Art and Graphics",73,product,MCC
7338,"Quick Copy, Reproduction and Blueprinting Services",73,product,MCC
7339,Stenographic and Secretarial Support Services,73,product,MCC
7342,Exterminating and Disinfecting Services,73,product,MCC
7349,"Cleaning and Maintenance, Janitorial Services",73,product,MCC
7361,"Employment Agencies, Temporary Help Services",73,product,MCC
7372,"Computer Programming, Integrated Systems Design and Data Processing Services",73,product,MCC
7375,Information Retrieval Services,73,product,MCC
7379,"Computer Maintenance and Repair Services, Not Elsewhere Classified",73,product,MCC
7392,"Management, Consulting, and Public Relations Services",73,product,MCC
7393,Protective and Security Services – Including Armored Carsand Guard Dogs,73,product,MCC
7394,"Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",73,product,MCC
7395,"Photofinishing Laboratories, Photo Developing",73,product,MCC
7399,"Business Services, Not Elsewhere Classified",73,product,MCC
7511,Truck Stop,75,product,MCC
7512,Car Rental Companies ( Not Listed Below),75,product,MCC
7513,Truck and Utility Trailer Rentals,75,product,MCC
7519,Motor Home and Recreational Vehicle Rentals,75,product,MCC
7523,Automobile Parking Lots and Garages,75,product,MCC
7531,Automotive Body Repair Shops,75,product,MCC
7534,Tire Re-treading and Repair Shops,75,product,MCC
7535,Paint Shops – Automotive,75,product,MCC
7538,Automotive Service Shops,75,product,MCC
7542,Car Washes,75,product,MCC
7549,Towing Services,75,product,MCC
7622,Radio Repair Shops,76,product,MCC
7623,Air Conditioning and Refrigeration Repair Shops,76,product,MCC
7629,Electrical And Small Appliance Repair Shops,76,product,MCC
7631,"Watch, Clock, and Jewelry Repair",76,product,MCC
7641,"Furniture, Furniture Repair, and Furniture Refinishing",76,product,MCC
7692,Welding Repair,76,product,MCC
7699,Repair Shops and Related Services –Miscellaneous,76,product,MCC
7800,Government-Owned Lotteries,78,product,MCC
7801,Government-Licensed On-Line Casinos (On-Line Gambling),78,product,MCC
7802,Government-Licensed Horse/Dog Racing,78,product,MCC
7829,Motion Pictures and Video Tape Production and Distribution,78,product,MCC
7832,Motion Picture Theaters,78,product,MCC
7841,Video Tape Rental Stores,78,product,MCC
7911,"Dance Halls, Studios and Schools",79,product,MCC
7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",79,product,MCC
7929,"Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)",79,product,MCC
7932,Billiard and Pool Establishments,79,product,MCC
7933,Bowling Alleys,79,product,MCC
7941,"Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",79,product,MCC
7991,Tourist Attractions and Exhibits,79,product,MCC
7992,Golf Courses – Public,79,product,MCC
7993,Video Amusement Game Supplies,79,product,MCC
7994,Video Game Arcades/Establishments,79,product,MCC
7995,"Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)",79,product,MCC
7996,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",79,product,MCC
7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",79,product,MCC
7998,"Aquariums, Sea-aquariums, Dolphinariums",79,product,MCC
7999,Recreation Services (Not Elsewhere Classified),79,product,MCC
8011,Doctors and Physicians (Not Elsewhere Classified),80,product,MCC
8021,Dentists and Orthodontists,80,product,MCC
8031,Osteopaths,80,product,MCC
8041,Chiropractors,80,product,MCC
8042,Optometrists and Ophthalmologists,80,product,MCC
8043,"Opticians, Opticians Goods and Eyeglasses",80,product,MCC
8044,"Opticians, Optical Goods, and Eyeglasses (no longer validfor first presentments)",80,product,MCC
8049,Podiatrists and Chiropodists,80,product,MCC
8050,Nursing and Personal Care Facilities,80,product,MCC
8062,Hospitals,80,product,MCC
8071,Medical and Dental Laboratories,80,product,MCC
8099,Medical Services and Health Practitioners (Not Elsewhere Classified),80,product,MCC
8111,Legal Services and Attorneys,81,product,MCC
8211,Elementary and Secondary Schools,82,product,MCC
8220,"Colleges, Junior Colleges, Universities, and ProfessionalSchools",82,product,MCC
8241,Correspondence Schools,82,product,MCC
8244,Business and Secretarial Schools,82,product,MCC
8249,Vocational Schools and Trade Schools,82,product,MCC
8299,Schools and Educational Services ( Not Elsewhere Classified),82,product,MCC
8351,Child Care Services,83,product,MCC
8398,Charitable and Social Service Organizations,83,product,MCC
8641,"Civic, Fraternal, and Social Associations",86,product,MCC
8651,Political Organizations,86,product,MCC
8661,Religious Organizations,86,product,MCC
8675,Automobile Associations,86,product,MCC
8699,Membership Organizations ( Not Elsewhere Classified),86,product,MCC
8734,Testing Laboratories ( non-medical),87,product,MCC
8911,Architectural – Engineering and Surveying Services,89,product,MCC
8931,"Accounting, Auditing, and Bookkeeping Services",89,product,MCC
8999,Professional Services ( Not Elsewhere Defined),89,product,MCC
9211,"Court Costs, including Alimony and Child Support",92,product,MCC
9222,Fines,92,product,MCC
9223,Bail and Bond Payments,92,product,MCC
9311,Tax Payments,93,product,MCC
9399,Government Services ( Not Elsewhere Classified),93,product,MCC
9402,Postal Services – Government Only,94,product,MCC
9405,Intra – Government Transactions,94,product,MCC
9700,Automated Referral Service ( For Visa Only),97,product,MCC
9701,Visa Credential Service ( For Visa Only),97,product,MCC
9702,GCAS Emergency Services ( For Visa Only),97,product,MCC
9950,Intra – Company Purchases ( For Visa Only),99,product,MCC
